0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 0, 0, 0, 0, 0, 2, 0 
0.000000, 0, 0, 0, 0, 0, 3, 0 
0.000000, 2, 0, 0, 0, 0, 3, 1 
0.000000, 2, 0, 0, 0, 0, 4, 1 
0.000000, 2, 0, 0, 0, 0, 5, 1 
0.000000, 2, 0, 0, 0, 0, 6, 1 
0.000000, 4, 0, 0, 0, 0, 6, 2 
0.000000, 4, 0, 0, 0, 0, 7, 2 
0.000000, 4, 0, 0, 0, 0, 8, 2 
0.000000, 6, 0, 0, 0, 0, 8, 3 
0.000000, 6, 0, 0, 0, 0, 9, 3 
0.000000, 8, 0, 0, 0, 0, 9, 4 
0.000000, 8, 0, 0, 0, 0, 10, 4 
0.000000, 8, 0, 0, 0, 0, 11, 4 
0.000000, 8, 0, 0, 0, 0, 12, 4 
0.000000, 8, 0, 0, 0, 0, 13, 4 
0.000000, 10, 0, 0, 0, 0, 13, 5 
0.000000, 10, 0, 0, 0, 0, 14, 5 
0.000000, 12, 0, 0, 0, 0, 14, 6 
0.000000, 12, 0, 0, 0, 0, 15, 6 
0.000000, 14, 0, 0, 0, 0, 15, 7 
0.000000, 14, 0, 0, 0, 0, 16, 7 
0.000000, 16, 0, 0, 0, 0, 16, 8 
0.000000, 16, 0, 0, 0, 0, 17, 8 
0.000000, 18, 0, 0, 0, 0, 17, 9 
0.000000, 18, 0, 0, 0, 0, 18, 9 
0.000000, 18, 0, 0, 0, 0, 19, 9 
0.000000, 20, 0, 0, 0, 0, 19, 10 
0.000000, 20, 0, 0, 0, 0, 20, 10 
0.000000, 20, 0, 0, 0, 0, 21, 10 
0.000000, 20, 0, 0, 0, 0, 22, 10 
0.000000, 22, 0, 0, 0, 0, 22, 11 
0.000000, 22, 0, 0, 0, 0, 23, 11 
0.000000, 24, 0, 0, 0, 0, 23, 12 
0.000000, 24, 0, 0, 0, 0, 24, 12 
0.000000, 24, 0, 0, 0, 0, 25, 12 
0.000000, 24, 0, 0, 0, 0, 26, 12 
0.000000, 24, 0, 0, 0, 0, 27, 12 
0.000000, 24, 0, 0, 0, 0, 28, 12 
0.000000, 24, 0, 0, 0, 0, 29, 12 
0.000000, 24, 0, 0, 0, 0, 30, 12 
0.000000, 26, 0, 0, 0, 0, 30, 13 
0.000000, 26, 0, 0, 0, 0, 31, 13 
0.000000, 26, 0, 0, 0, 0, 32, 13 
0.000000, 26, 0, 0, 0, 0, 33, 13 
0.000000, 26, 0, 0, 0, 0, 34, 13 
0.000000, 28, 0, 0, 0, 0, 34, 14 
0.000000, 28, 0, 0, 0, 0, 35, 14 
0.000000, 28, 0, 0, 0, 0, 36, 14 
0.000000, 30, 0, 0, 0, 0, 36, 15 
0.000000, 30, 0, 0, 0, 0, 37, 15 
0.000000, 30, 0, 0, 0, 0, 38, 15 
0.000000, 30, 0, 0, 0, 0, 39, 15 
0.000000, 30, 0, 0, 0, 0, 40, 15 
0.000000, 32, 0, 0, 0, 0, 40, 16 
0.000000, 32, 0, 0, 0, 0, 41, 16 
0.000000, 34, 0, 0, 0, 0, 41, 17 
0.000000, 34, 0, 0, 0, 0, 42, 17 
0.000000, 36, 0, 0, 0, 0, 42, 18 
0.000000, 36, 0, 0, 0, 0, 43, 18 
0.000000, 38, 0, 0, 0, 0, 43, 19 
0.000000, 38, 0, 0, 0, 0, 44, 19 
0.000000, 40, 0, 0, 0, 0, 44, 20 
0.000000, 40, 0, 0, 0, 0, 45, 20 
0.000000, 42, 0, 0, 0, 0, 45, 21 
0.000000, 42, 0, 0, 0, 0, 46, 21 
0.000000, 44, 0, 0, 0, 0, 46, 22 
0.000000, 44, 0, 0, 0, 0, 47, 22 
0.000000, 46, 0, 0, 0, 0, 47, 23 
0.000000, 46, 0, 0, 0, 0, 48, 23 
0.000000, 48, 0, 0, 0, 0, 48, 24 
0.000000, 48, 0, 0, 0, 0, 49, 24 
0.000000, 50, 0, 0, 0, 0, 49, 25 
0.000000, 50, 0, 0, 0, 0, 50, 25 
0.000000, 52, 0, 0, 0, 0, 50, 26 
0.000000, 52, 0, 0, 0, 0, 51, 26 
0.000000, 52, 0, 0, 0, 0, 52, 26 
0.000000, 54, 0, 0, 0, 0, 52, 27 
0.000000, 54, 0, 0, 0, 0, 53, 27 
0.000000, 54, 0, 0, 0, 0, 54, 27 
0.000000, 56, 0, 0, 0, 0, 54, 28 
0.000000, 56, 0, 0, 0, 0, 55, 28 
0.000000, 56, 0, 0, 0, 0, 56, 28 
0.000000, 56, 0, 0, 0, 0, 57, 28 
0.000000, 58, 0, 0, 0, 0, 57, 29 
0.000000, 58, 0, 0, 0, 0, 58, 29 
0.000000, 58, 0, 0, 0, 0, 59, 29 
0.000000, 58, 0, 0, 0, 0, 60, 29 
0.000000, 58, 0, 0, 0, 0, 61, 29 
0.000000, 60, 0, 0, 0, 0, 61, 30 
0.000000, 60, 0, 0, 0, 0, 62, 30 
0.000000, 60, 0, 0, 0, 0, 63, 30 
0.000000, 62, 0, 0, 0, 0, 63, 31 
0.000000, 62, 0, 0, 0, 0, 64, 31 
0.000000, 62, 0, 0, 0, 0, 65, 31 
0.000000, 64, 0, 0, 0, 0, 65, 32 
0.000000, 64, 0, 0, 0, 0, 66, 32 
0.000000, 64, 0, 0, 0, 0, 67, 32 
0.000000, 64, 0, 0, 0, 0, 68, 32 
0.000000, 64, 0, 0, 0, 0, 69, 32 
0.000000, 66, 0, 0, 0, 0, 69, 33 
0.000000, 66, 0, 0, 0, 0, 70, 33 
0.000000, 66, 0, 0, 0, 0, 71, 33 
0.000000, 68, 0, 0, 0, 0, 71, 34 
0.000000, 68, 0, 0, 0, 0, 72, 34 
0.000000, 70, 0, 0, 0, 0, 72, 35 
0.000000, 70, 0, 0, 0, 0, 73, 35 
0.000000, 70, 0, 0, 0, 0, 74, 35 
0.000000, 70, 0, 0, 0, 0, 75, 35 
0.000000, 72, 0, 0, 0, 0, 75, 36 
0.000000, 72, 0, 0, 0, 0, 76, 36 
0.000000, 72, 0, 0, 0, 0, 77, 36 
0.000000, 72, 0, 0, 0, 0, 78, 36 
0.000000, 72, 0, 0, 0, 0, 79, 36 
0.000000, 74, 0, 0, 0, 0, 79, 37 
0.000000, 74, 0, 0, 0, 0, 80, 37 
0.000000, 76, 0, 0, 0, 0, 80, 38 
0.000000, 76, 0, 0, 0, 0, 81, 38 
0.000000, 76, 0, 0, 0, 0, 82, 38 
0.000000, 76, 0, 0, 0, 0, 83, 38 
